Cluster,SubclusterName,end.year,two.year.change,Competitive.Effect,Expected.Change,Ind.Mix.Effect,Natl.Growth.Effect,start.jobs,end.jobs
Local Commercial Services,Stationery and Office Supply Retailing,2008,-188.9333921,-72.35922417,-63.21486747,-58.8584977,4.87981231,1124.068154,935.1347618
Local Commercial Services,Stationery and Office Supply Retailing,2009,-99.35040337,-61.51512152,-75.27247221,-45.76982475,-21.29071099,995.4874711,896.1370677
Local Commercial Services,Stationery and Office Supply Retailing,2010,-35.46620488,-17.16451943,-35.86442022,-9.965500189,-20.8572882,690.9408305,655.4746256
Local Commercial Services,Stationery and Office Supply Retailing,2011,-8.011327004,-3.1909423,-11.99704996,-11.62379886,2.340915977,903.1179323,895.1066053
Local Commercial Services,Stationery and Office Supply Retailing,2012,-6.305178769,8.395975375,-16.25865021,-22.21903323,10.52440874,749.5760418,743.270863
Local Commercial Services,Stationery and Office Supply Retailing,2013,-13.01294694,12.74269991,-14.87350992,-23.57003423,9.454574499,779.7233409,766.710394
Local Commercial Services,Stationery and Office Supply Retailing,2014,-8.543997268,23.61067254,-29.47337507,-36.92270678,13.45434978,634.6457321,626.1017348
Local Commercial Services,Stationery and Office Supply Retailing,2015,-20.6656296,14.73914341,-37.65191457,-41.88353477,11.0821622,510.2477014,489.5820718
Local Commercial Services,Stationery and Office Supply Retailing,2016,-56.12323749,-6.511769595,-38.23203217,-58.70092289,13.31246391,748.3552329,692.2319954
Local Commercial Services,Stationery and Office Supply Retailing,2017,-49.44632201,-7.48895363,-41.7594675,-48.9615616,9.565446211,679.56233,630.116008
Local Commercial Services,Stationery and Office Supply Retailing,2018,-34.50904636,-5.060618918,-34.83141805,-36.28146244,9.485473196,396.7853426,362.2762963
Local Commercial Services,Testing Laboratories,2003,48.50070587,32.8659463,8.048500151,12.58967902,-3.694029609,554.4434965,602.9442023
Local Commercial Services,Testing Laboratories,2004,49.88165651,58.62457716,-11.94561151,-11.69996619,4.361215805,531.0750185,580.9566751
Local Commercial Services,Testing Laboratories,2005,32.37119608,55.28957582,-4.284356985,-17.99949112,12.47967145,758.4297141,790.8009102
Local Commercial Services,Testing Laboratories,2006,3.184574347,-5.804426754,8.733805305,-5.948691726,10.1410153,826.1749764,829.3595507
Local Commercial Services,Testing Laboratories,2007,7.884136681,-4.942962502,10.77033253,9.665855444,3.849465956,720.6624224,728.5465591
Local Commercial Services,Testing Laboratories,2008,11.94903115,-1.665915699,12.20775441,9.636982511,2.276754932,787.8040455,799.7530766
Local Commercial Services,Testing Laboratories,2009,-25.69585473,-17.70982942,-24.4693154,2.587509314,-26.79245361,1091.780767,1066.084912
Local Commercial Services,Testing Laboratories,2010,-12.27192499,3.787899401,-20.69500452,7.036048064,-15.96690582,1140.85304,1128.581115
Local Commercial Services,Testing Laboratories,2011,35.84515419,24.83328972,17.32174139,21.84243452,2.712276183,781.2502002,817.0953544
Local Commercial Services,Testing Laboratories,2012,69.61254983,17.1018612,53.12391909,21.4982092,15.01955654,700.8707139,770.4832638
Local Commercial Services,Testing Laboratories,2013,71.91677327,44.77357979,18.8724623,13.6640666,14.79307122,1021.468378,1093.385151
Local Commercial Services,Testing Laboratories,2014,70.74507726,43.12289088,37.27408964,15.41307192,12.47017814,1048.788823,1119.533901
Local Commercial Services,Testing Laboratories,2015,25.40477191,9.590860157,11.67185218,-12.80998132,16.76275104,843.22306,868.6278319
Local Commercial Services,Testing Laboratories,2016,46.94484966,35.75395095,-9.275599228,-33.27565819,22.27368062,1113.168224,1160.113074
Local Commercial Services,Testing Laboratories,2017,168.2040187,220.131306,6.793921083,-10.53378479,15.45983819,1170.413796,1338.617814
Local Commercial Services,Testing Laboratories,2018,151.9159597,182.26417,15.60473611,-0.840361471,19.99137678,1305.260044,1457.176003
Local Community and Civic Organizations,Business Associations,2003,14.87467396,21.60896901,-3.412952596,-1.636474106,-1.938460867,503.5401589,518.4148328
Local Community and Civic Organizations,Business Associations,2004,36.79002385,36.77738584,-2.230196044,-4.002178912,1.041582669,340.175314,376.9653379
Local Community and Civic Organizations,Business Associations,2005,20.15518326,37.82590832,0,-6.198854673,5.762203341,429.7348651,449.8900484
Local Community and Civic Organizations,Business Associations,2006,14.23750352,9.993265487,5.486614727,-2.178234004,6.621810863,466.1885601,480.4260636
Local Community and Civic Organizations,Business Associations,2007,-0.682079758,-4.941338413,2.552706916,0.570031594,2.034336084,613.0579324,612.3758527
Local Community and Civic Organizations,Business Associations,2008,4.450580825,0.406699116,4.477149739,3.706607878,1.99740043,495.6816031,500.132184
Local Community and Civic Organizations,Business Associations,2009,0.942636378,6.947939762,-6.723293638,5.077131689,-8.245072452,472.0601201,473.0027564
Local Community and Civic Organizations,Business Associations,2010,-14.67131623,2.082784341,-12.91564529,-4.005178266,-7.962252557,609.548978,594.8776617
Local Community and Civic Organizations,Business Associations,2011,0.993921293,7.947023102,-7.149655666,-11.80763229,1.642946278,504.0237925,505.0177138
Local Community and Civic Organizations,Business Associations,2012,15.67536835,23.51804844,0,-8.949293229,8.566528821,469.6131592,485.2885276
Local Community and Civic Organizations,Business Associations,2013,37.46091652,44.73929285,4.434602073,-4.918230759,7.195472592,412.1446485,449.605565
Local Community and Civic Organizations,Business Associations,2014,50.81314564,37.22464527,6.229733833,-2.757840601,6.315026591,332.4147214,383.227867
Local Community and Civic Organizations,Business Associations,2015,22.50707136,14.75144287,6.756340975,-3.806273299,11.91912206,376.467416,398.9744873
Local Community and Civic Organizations,Business Associations,2016,19.15278838,9.978748353,4.698319493,-6.701829116,8.629603985,691.251058,710.4038464
Local Community and Civic Organizations,Business Associations,2017,28.98868381,22.25720577,0,-5.939835635,11.16100997,705.48961,734.4782938
Local Community and Civic Organizations,Business Associations,2018,4.371025491,4.106023343,-1.898868734,-8.02507068,7.58754295,457.1760456,461.5470711
Local Community and Civic Organizations,Labor Organizations,2003,7.750529314,13.62350965,-2.057192475,-0.994914244,-1.918224182,236.8959933,244.6465226
Local Community and Civic Organizations,Labor Organizations,2004,25.82553784,37.3434513,-4.21213529,-6.313732619,0.964972,252.4436678,278.2692056
Local Community and Civic Organizations,Labor Organizations,2005,24.01978118,29.2231718,-7.838295831,-10.7606414,4.692262507,277.3321175,301.3518987
Local Community and Civic Organizations,Labor Organizations,2006,-11.69280331,-6.186898398,-4.348884696,-9.755354763,6.720892401,294.4331981,282.7403948
Local Community and Civic Organizations,Labor Organizations,2007,7.154946229,9.029602173,-1.01152759,-3.660059381,1.458447216,326.2269397,333.3818859
Local Community and Civic Organizations,Labor Organizations,2008,19.19611335,12.76382067,0.615587025,-0.304453738,1.135986202,276.0034431,295.1995564
Local Community and Civic Organizations,Labor Organizations,2009,-9.92432171,-8.666039652,-5.097038677,4.130600991,-8.712117352,376.727864,366.8035423
Local Community and Civic Organizations,Labor Organizations,2010,-13.61922522,-5.745031408,-16.34268499,-3.624904694,-9.518295405,233.9359014,220.3166762
Local Community and Civic Organizations,Labor Organizations,2011,-17.34731198,-5.313516157,-10.95970621,-9.836862322,0.935445873,295.1077902,277.7604782
Local Community and Civic Organizations,Labor Organizations,2012,-7.892900466,-1.443052972,-5.252882996,-11.24093239,4.448943453,258.5260934,250.6331929
Local Community and Civic Organizations,Labor Organizations,2013,11.29680236,16.74612904,-3.034418034,-9.917152049,4.294154247,292.5518686,303.848671
Local Community and Civic Organizations,Labor Organizations,2014,0,2.684716333,-4.843865677,-6.703309608,5.305099454,194.8902843,194.8902843
Local Community and Civic Organizations,Labor Organizations,2015,7.760618553,9.970891809,-1.111407824,-7.393752753,4.725091335,344.4513992,352.2120178
Local Community and Civic Organizations,Labor Organizations,2016,9.593088214,11.34511587,-1.500588064,-9.881022273,3.289668906,339.8828081,349.4758963
Local Community and Civic Organizations,Labor Organizations,2017,-2.209225993,1.459336823,-5.472892253,-10.33577106,4.64543256,267.6391856,265.4299596
Local Community and Civic Organizations,Labor Organizations,2018,-2.568175978,-0.835815711,-1.831191039,-7.253983327,2.930714729,253.3165941,250.7484181
Local Community and Civic Organizations,Political Organizations,2003,-1.456957431,-1.56881211,0.672034563,0.413183188,-0.103245378,17.58470033,16.1277429
Local Community and Civic Organizations,Political Organizations,2004,-12.90692682,-24.45578283,4.886674893,6.186692395,0.233856165,57.71413724,44.80721042
Local Community and Civic Organizations,Political Organizations,2005,-2.724988335,-2.830409442,0,-0.155497958,0.180834325,8.883903095,6.15891476
Local Community and Civic Organizations,Political Organizations,2006,-0.704903766,0.690131751,-1.749280483,-1.960306707,0.454326583,27.41398496,26.70908119
Local Community and Civic Organizations,Political Organizations,2007,-2.149282582,-0.20259168,-2.72221551,-1.94808313,0.086084465,19.87340032,17.72411774
Local Community and Civic Organizations,Political Organizations,2008,31.3967788,19.86780999,2.366803354,2.5079968,0.069841951,26.83202708,58.22880587
Local Community and Civic Organizations,Political Organizations,2009,-4.48698759,-4.380521292,0,0.037451725,-0.319648748,20.25793886,15.77095127
Local Community and Civic Organizations,Political Organizations,2010,-19.05991529,-19.88773499,-3.034898797,-1.590410205,-1.922410617,62.20816071,43.14824542
Local Community and Civic Organizations,Political Organizations,2011,5.295430256,5.087513159,0,-0.235498369,0.03471656,5.401790946,10.6972212
Local Community and Civic Organizations,Political Organizations,2012,0.643663197,-0.66626569,2.752064934,1.836997271,0.43202018,34.97935617,35.62301937
Local Community and Civic Organizations,Political Organizations,2013,5.235765418,7.393264765,0,-0.09220009,0.346300364,12.63877089,17.87453631
Local Community and Civic Organizations,Political Organizations,2014,61.20553669,86.12352701,-0.940807303,-1.631749119,0.412538334,21.51110989,82.71664658
Local Community and Civic Organizations,Political Organizations,2015,5.552368264,8.144507997,0.743163427,0.182933388,0.585273081,29.05765867,34.61002694
Local Community and Civic Organizations,Political Organizations,2016,-67.20169116,-73.42055443,11.01416346,10.29180036,4.830729526,152.4835314,85.28184023
Local Community and Civic Organizations,Political Organizations,2017,7.442247952,7.249199813,0,-0.712034192,0.803072551,46.9050213,54.34726925
Local Community and Civic Organizations,Political Organizations,2018,19.08951544,18.33324381,-5.939398512,-6.376974489,0.991047616,98.0370428,117.1265582
Local Community and Civic Organizations,Religious Organizations,2003,357.8554816,152.5458436,85.02545755,135.2430864,-47.41518205,6548.522861,6906.378342
Local Community and Civic Organizations,Religious Organizations,2004,209.6630889,247.2042873,24.64407929,-4.568351644,20.92152674,7508.419825,7718.082914
Local Community and Civic Organizations,Religious Organizations,2005,121.8730901,222.044617,-47.10116042,-106.5440342,93.50888957,7637.752607,7759.625697
Local Community and Civic Organizations,Religious Organizations,2006,103.2404823,107.4942974,-5.46801737,-91.58775176,132.5562055,6706.690797,6809.93128
Local Community and Civic Organizations,Religious Organizations,2007,409.8725566,294.5325046,77.70619416,61.93249434,43.61697722,6289.347754,6699.220311
Local Community and Civic Organizations,Religious Organizations,2008,335.5359467,194.0191341,113.9317605,97.70746398,27.0653037,9352.335404,9687.87135
Local Community and Civic Organizations,Religious Organizations,2009,-79.19675125,-90.38596342,3.679497865,212.3956637,-218.1726791,8747.062259,8667.865508
Local Community and Civic Organizations,Religious Organizations,2010,-30.3170322,-6.693867007,-18.7008426,136.5951361,-196.207922,7693.168581,7662.851549
Local Community and Civic Organizations,Religious Organizations,2011,113.7461909,202.0682015,-45.70153891,-74.1589273,25.01505406,9942.853505,10056.5997
Local Community and Civic Organizations,Religious Organizations,2012,137.7755957,88.31141167,-8.902929806,-168.7346557,137.0427617,6265.090481,6402.866077
Local Community and Civic Organizations,Religious Organizations,2013,110.2861687,65.15412966,40.92950131,-72.86025028,143.8602902,9873.568788,9983.854956
Local Community and Civic Organizations,Religious Organizations,2014,7.705284651,9.510663952,-1.724643416,-91.58188121,119.3365166,10265.80268,10273.50796
Local Community and Civic Organizations,Religious Organizations,2015,103.8353227,118.2756781,-11.65729828,-118.9281485,178.594051,8549.961923,8653.797245
Local Community and Civic Organizations,Religious Organizations,2016,241.0383852,349.1627719,3.823771649,-134.0627876,179.6631305,7758.472298,7999.510683
Local Community and Civic Organizations,Religious Organizations,2017,235.0719482,167.8842305,22.37740841,-90.13310812,144.4722146,9629.878683,9864.950631
Local Community and Civic Organizations,Religious Organizations,2018,98.70155762,60.06936906,34.86525645,-75.62310494,140.5622097,10233.46721,10332.16877
Local Community and Civic Organizations,Social Service Organizations,2003,800.7815873,289.7348987,288.1672226,391.9132228,-23.12585455,5972.285297,6773.066885
Local Community and Civic Organizations,Social Service Organizations,2004,238.0263052,-12.02107983,313.1142305,256.2961014,18.66132875,6652.721842,6890.748147
Local Community and Civic Organizations,Social Service Organizations,2005,349.2956128,-40.6865766,365.8160091,277.296891,88.69439683,7592.347289,7941.642902
Local Community and Civic Organizations,Social Service Organizations,2006,467.3287908,183.1073068,490.6607767,340.5306698,140.8013544,9541.050383,10008.37917
Local Community and Civic Organizations,Social Service Organizations,2007,512.0729507,288.4307545,216.2057957,150.4963925,53.91165624,7557.725514,8069.798465
Local Community and Civic Organizations,Social Service Organizations,2008,244.845922,-388.0932873,476.5723116,494.5670633,36.50154499,6153.12046,6397.966382
Local Community and Civic Organizations,Social Service Organizations,2009,-39.7610047,-613.2440476,489.435428,553.6210839,-199.4506675,10026.38652,9986.625516
Local Community and Civic Organizations,Social Service Organizations,2010,428.5230045,87.04722417,252.7100332,632.4519949,-272.8632053,11205.90749,11634.4305
Local Community and Civic Organizations,Social Service Organizations,2011,238.6353286,10.74656603,237.7134189,150.1024552,27.09472939,9435.989091,9674.62442
Local Community and Civic Organizations,Social Service Organizations,2012,245.0022423,-426.9913948,923.1307282,641.9037267,187.3379323,12178.39667,12423.39891
Local Community and Civic Organizations,Social Service Organizations,2013,443.7007762,-1018.728334,2335.292932,1916.267359,211.3535362,7950.622002,8394.322778
Local Community and Civic Organizations,Social Service Organizations,2014,523.1180338,-722.7695761,1106.242924,1152.537158,132.0303919,6914.68356,7437.801594
Local Community and Civic Organizations,Social Service Organizations,2015,754.0660243,315.2751578,552.0827868,257.6292473,167.1874232,13129.39733,13883.46335
Local Community and Civic Organizations,Social Service Organizations,2016,765.0572692,356.5933918,626.0714801,238.0054007,235.586337,10156.38996,10921.44723
Local Community and Civic Organizations,Social Service Organizations,2017,1296.150742,1607.623642,559.1273223,291.9243547,233.334932,12540.54733,13836.69807
Local Community and Civic Organizations,Social Service Organizations,2018,1557.730515,991.9979068,537.9185434,250.5145789,109.2672624,14816.28352,16374.01403
Local Community and Civic Organizations,Trusts,2003,21.69216806,27.56940877,-0.938515067,-0.122149553,-0.411372396,71.88746398,93.57963204
Local Community and Civic Organizations,Trusts,2004,15.39961973,29.64746031,-4.138231915,-3.401907073,0.362656931,46.99977124,62.39939097
Local Community and Civic Organizations,Trusts,2005,6.905358596,8.780770414,0,-0.867715933,1.487364761,94.55073409,101.4560927
Local Community and Civic Organizations,Trusts,2006,28.25051338,24.85683942,2.192298973,1.54379369,2.071158662,145.0051706,173.255684
Local Community and Civic Organizations,Trusts,2007,11.53749491,5.23355934,3.597456902,4.443291894,1.077478133,152.7127645,164.2502594
Local Community and Civic Organizations,Trusts,2008,16.53156114,4.463750707,12.13023814,13.21457656,0.415562354,125.0256408,141.557202
Local Community and Civic Organizations,Trusts,2009,32.85855651,26.37640398,10.12459061,15.94902078,-3.356037469,181.1705011,214.0290577
Local Community and Civic Organizations,Trusts,2010,24.97617252,24.39022617,5.367560628,12.33722026,-5.138011307,230.1425477,255.1187202
Local Community and Civic Organizations,Trusts,2011,18.48171274,14.46087676,12.17493509,11.5307562,0.54327793,294.4852135,312.9669262
Local Community and Civic Organizations,Trusts,2012,4.574419793,-5.790243579,13.19379768,6.029191589,5.155390974,323.1417138,327.7161336
Local Community and Civic Organizations,Trusts,2013,13.13622848,0.984660558,9.067734233,6.038148776,3.586815494,365.411354,378.5475825
Local Community and Civic Organizations,Trusts,2014,37.77372899,22.47349882,12.10093101,5.79629408,3.201367024,351.4580485,389.2317775
Local Community and Civic Organizations,Trusts,2015,27.83158204,26.74148328,9.35046205,2.881049779,5.561175859,372.0085663,399.8401483
Local Community and Civic Organizations,Trusts,2016,34.06541321,44.11349135,10.14441231,4.237720114,7.386394984,388.4772609,422.5426741
Local Community and Civic Organizations,Trusts,2017,-48.03628812,-41.22246222,21.20278578,13.85986462,6.06099768,445.429137,397.3928489
Local Community and Civic Organizations,Trusts,2018,-47.23639518,-36.07130369,11.68103284,6.748463753,5.872095322,563.6899646,516.4535694
Local Education and Training,Elementary and Secondary Schools,2003,1574.886961,789.6917978,702.6858387,780.4621568,-170.7742936,50497.89189,52072.77885
Local Education and Training,Elementary and Secondary Schools,2004,750.9767158,740.9097003,252.8040286,74.66686344,190.9368092,46230.29828,46981.27499
Local Education and Training,Elementary and Secondary Schools,2005,1605.750988,1187.785386,258.4780188,-349.3322811,672.15694,41054.9431,42660.69409
Local Education and Training,Elementary and Secondary Schools,2006,1042.164512,483.9393777,423.3319069,-312.1126863,524.3199271,56711.16333,57753.32784
Local Education and Training,Elementary and Secondary Schools,2007,475.8953352,139.6211056,278.0094608,43.74161874,238.5256539,53274.57763,53750.47296
Local Education and Training,Elementary and Secondary Schools,2008,970.9362488,705.0193924,481.7433543,512.7062901,119.1369341,61082.79244,62053.72869
Local Education and Training,Elementary and Secondary Schools,2009,1409.157338,970.3579187,250.4752691,1468.357687,-889.6840822,47874.1341,49283.29144
Local Education and Training,Elementary and Secondary Schools,2010,843.6940851,1796.762954,-400.722753,1082.935484,-891.4198938,46044.18834,46887.88242
Local Education and Training,Elementary and Secondary Schools,2011,146.1455272,1012.623657,-459.2121376,-988.7364161,129.7810197,62649.69063,62795.83616
Local Education and Training,Elementary and Secondary Schools,2012,97.5503272,593.8277006,-772.4352167,-1261.201473,1020.217688,65282.13017,65379.6805
Local Education and Training,Elementary and Secondary Schools,2013,948.9929861,711.6276436,-109.092086,-1284.775276,934.4789933,46559.4286,47508.42159
Local Education and Training,Elementary and Secondary Schools,2014,1796.293262,1030.432278,334.9569428,-459.1507273,952.1140814,60301.7548,62098.04806
Local Education and Training,Elementary and Secondary Schools,2015,1319.385435,1191.254664,513.2102811,-533.8861325,1235.043592,40227.89404,41547.27947
Local Education and Training,Elementary and Secondary Schools,2016,1593.309806,898.1265016,464.8998206,-575.8859854,687.0893472,58323.10147,59916.41128
Local Education and Training,Elementary and Secondary Schools,2017,689.590002,314.4823344,286.8854393,-349.6523421,559.1847457,53617.87872,54307.46872
Local Education and Training,Elementary and Secondary Schools,2018,567.580266,242.2183738,297.0800167,-322.5784943,641.0291563,42285.21916,42852.79942
Local Education and Training,Job Training Services,2003,204.6737721,175.2212335,52.74298359,81.98290447,-8.567957969,2164.440164,2369.113937
Local Education and Training,Job Training Services,2004,276.2915819,240.6068782,52.35398655,60.12846879,6.266658877,1801.83823,2078.129812
Local Education and Training,Job Training Services,2005,179.9173632,178.0727131,72.88665693,44.42788652,23.62427834,2775.838858,2955.756222
Local Education and Training,Job Training Services,2006,156.8535006,180.1049552,72.74336296,11.24229406,46.34863605,2241.197959,2398.051459
Local Education and Training,Job Training Services,2007,226.7785536,104.8910082,50.5357822,27.83228508,14.20385545,2164.594492,2391.373046
Local Education and Training,Job Training Services,2008,222.3345349,104.7445289,97.20008929,91.48449146,12.56403126,2275.085827,2497.420362
Local Education and Training,Job Training Services,2009,-16.90128013,-147.4572125,148.20988,202.2008532,-94.43128399,3933.116497,3916.215217
Local Education and Training,Job Training Services,2010,-47.77480118,-246.8069402,145.5443635,267.8158288,-70.82037178,2943.472086,2895.697285
Local Education and Training,Job Training Services,2011,-254.9491714,-348.2576832,58.90392865,78.32519206,14.20797894,4119.46005,3864.510879
Local Education and Training,Job Training Services,2012,-333.9500028,-444.0331595,15.39880027,-30.61362447,51.65190502,4116.52755,3782.577547
Local Education and Training,Job Training Services,2013,-205.6278813,-136.891372,-48.76490286,-93.27884347,34.29331875,2256.04044,2050.412558
Local Education and Training,Job Training Services,2014,17.13337185,78.41852777,-108.1692146,-100.3769507,31.54832104,2167.510066,2184.643437
Local Education and Training,Job Training Services,2015,123.8466191,188.925534,-41.03497833,-100.0894138,50.26375435,2244.233445,2368.080064
Local Education and Training,Job Training Services,2016,-157.3333812,-95.34253043,-47.53594658,-78.68569146,49.04319308,1716.855062,1559.52168
Local Education and Training,Job Training Services,2017,-214.2920493,-176.9902706,-26.22406915,-60.79142841,34.78006443,3217.034343,3002.742294
Local Education and Training,Job Training Services,2018,-171.3131025,-104.3978018,-21.5272718,-64.76269761,27.66195081,1876.952428,1705.639325
Local Education and Training,Recreational and Other Services,2003,57.32943508,35.38177596,10.85106486,14.70045816,-1.733740919,417.5589429,474.888378
Local Education and Training,Recreational and Other Services,2004,159.5407187,134.7560724,15.08407419,9.810761889,1.235938256,421.7267294,581.2674481
Local Education and Training,Recreational and Other Services,2005,98.08286033,74.80328362,15.60385315,10.04659281,5.052866548,487.2581899,585.3410503
Local Education and Training,Recreational and Other Services,2006,3.65931387,-12.48549775,15.33166045,9.331826418,13.10282055,509.844396,513.5037098
Local Education and Training,Recreational and Other Services,2007,-41.28504156,-52.5315404,14.54524591,7.140927957,4.363224846,639.9537084,598.6686669
Local Education and Training,Recreational and Other Services,2008,-19.99505758,-45.33599812,32.08404777,16.85409299,2.205951017,749.787437,729.7923794
Local Education and Training,Recreational and Other Services,2009,-2.454599065,-18.70082049,15.41439385,32.74809937,-11.63123104,418.1843411,415.729742
Local Education and Training,Recreational and Other Services,2010,25.12038944,12.48131066,6.226707117,25.63984094,-12.44404264,430.9672653,456.0876547
Local Education and Training,Recreational and Other Services,2011,60.88447824,49.60923553,23.96420549,11.02147854,1.735580843,673.3035063,734.1879846
Local Education and Training,Recreational and Other Services,2012,50.57500572,33.92173716,26.17709059,23.17722987,7.319356458,772.7536327,823.3286384
Local Education and Training,Recreational and Other Services,2013,61.20573585,51.3155594,38.71975734,20.38805641,13.54873088,906.0342897,967.2400255
Local Education and Training,Recreational and Other Services,2014,75.8511764,74.90023078,33.43674244,22.49794638,10.06711784,843.7678615,919.6190379
Local Education and Training,Recreational and Other Services,2015,86.77743276,36.81868512,37.19820039,11.61019357,19.23869649,818.9425789,905.7200116
Local Education and Training,Recreational and Other Services,2016,57.64037878,13.58473687,44.41564164,38.28869984,22.52014193,1084.582792,1142.22317
Local Education and Training,Recreational and Other Services,2017,52.40635149,11.70278219,49.83271665,39.01294978,12.93723982,985.0406269,1037.446978
Local Education and Training,Recreational and Other Services,2018,51.64436839,14.55253217,36.15701812,17.38802886,13.04369356,1269.01833,1320.662698
Local Entertainment and Media,Book and Periodical Retailing,2003,-25.65821122,-8.021193253,-21.11134279,-15.75234588,-6.528285051,1592.389434,1566.731223
Local Entertainment and Media,Book and Periodical Retailing,2004,8.990676612,32.8026384,-20.22066428,-22.30199108,5.812675023,905.6525716,914.6432482
Local Entertainment and Media,Book and Periodical Retailing,2005,-14.57194648,-4.076800149,-10.07670721,-34.46317022,15.31243768,1322.713995,1308.142049
Local Entertainment and Media,Book and Periodical Retailing,2006,-72.53749635,-47.73856332,-9.613594154,-24.19432661,25.04067686,1257.395922,1184.858426
Local Entertainment and Media,Book and Periodical Retailing,2007,19.63008867,14.44641185,2.87104094,-2.528990695,6.417055627,864.9417974,884.5718861
Local Entertainment and Media,Book and Periodical Retailing,2008,19.99017999,37.02739637,-30.65266562,-33.50341432,4.055180143,1113.348388,1133.338568
Local Entertainment and Media,Book and Periodical Retailing,2009,-35.07347478,44.01351867,-102.0028554,-50.51913265,-27.93782796,741.7428906,706.6694158
Local Entertainment and Media,Book and Periodical Retailing,2010,-70.24641522,8.294553462,-97.81050624,-39.54433254,-29.94482399,1064.727013,994.4805981
Local Entertainment and Media,Book and Periodical Retailing,2011,-100.040591,-2.158846277,-83.4968299,-92.17514703,3.547652053,1146.233203,1046.192612
Local Entertainment and Media,Book and Periodical Retailing,2012,-103.1164086,-20.8153952,-121.3855197,-125.8099639,13.94573901,1222.286382,1119.169974
Local Entertainment and Media,Book and Periodical Retailing,2013,-89.98225054,-37.45925165,-63.85142746,-71.89277266,16.08521948,1050.47783,960.4955794
Local Entertainment and Media,Book and Periodical Retailing,2014,-27.37637086,-1.509120239,-17.79353454,-39.13545414,7.904064178,618.6301415,591.2537706
Local Entertainment and Media,Book and Periodical Retailing,2015,-5.177912958,3.575373993,-5.025941412,-21.91110721,10.0929469,485.3592779,480.1813649
Local Entertainment and Media,Book and Periodical Retailing,2016,-26.94637341,-10.62469124,-9.917717631,-25.10655911,14.15948801,768.798956,741.8525826
Local Entertainment and Media,Book and Periodical Retailing,2017,-29.48379677,3.144715037,-34.68871631,-48.94994281,8.833528621,558.1518931,528.6680963
Local Entertainment and Media,Book and Periodical Retailing,2018,-31.32515742,4.174097308,-27.84064132,-31.25092273,7.983650242,425.2515338,393.9263764
Local Entertainment and Media,Electronic and Photographic Retailing,2003,-171.0910146,-71.64791702,-161.7786687,-140.2355178,-20.12293542,2197.263269,2026.172254
Local Entertainment and Media,Electronic and Photographic Retailing,2004,-177.6510788,-123.1692407,-36.01093953,-33.2900641,12.39630892,2010.654086,1833.003007
Local Entertainment and Media,Electronic and Photographic Retailing,2005,98.13209383,47.23213752,47.64985142,13.33225384,38.93295012,2326.383328,2424.515422
Local Entertainment and Media,Electronic and Photographic Retailing,2006,227.8887131,327.9583688,45.35238352,-2.882695998,36.49005045,1778.304033,2006.192746
Local Entertainment and Media,Electronic and Photographic Retailing,2007,124.72743,159.1247232,-32.14004185,-37.70992135,19.49166806,3994.638958,4119.366388
Local Entertainment and Media,Electronic and Photographic Retailing,2008,164.732395,123.701266,-4.909416453,-14.47765789,10.69719738,4190.398585,4355.13098
Local Entertainment and Media,Electronic and Photographic Retailing,2009,-232.8717514,-50.71338676,-135.1441127,-117.7855989,-76.99373861,4290.977379,4058.105628
Local Entertainment and Media,Electronic and Photographic Retailing,2010,-211.384248,-59.0736749,-151.8458696,-84.43047437,-96.48199967,2958.2258,2746.841552
Local Entertainment and Media,Electronic and Photographic Retailing,2011,-31.63387906,-91.77960957,46.35472985,35.48789944,12.83098704,2957.613049,2925.97917
Local Entertainment and Media,Electronic and Photographic Retailing,2012,-149.4548092,-107.9646947,-44.85134595,-77.1495057,41.38249202,2074.925176,1925.470367
Local Entertainment and Media,Electronic and Photographic Retailing,2013,-83.08389373,43.31983061,-132.5574305,-128.7506396,61.48257522,2891.453928,2808.370034
Local Entertainment and Media,Electronic and Photographic Retailing,2014,86.17825907,214.6748897,-76.60995539,-80.10996596,36.26352468,3159.877596,3246.055855
Local Entertainment and Media,Electronic and Photographic Retailing,2015,191.2435252,79.75621909,73.9304378,19.30403736,40.92851526,3561.279116,3752.522641
Local Entertainment and Media,Electronic and Photographic Retailing,2016,111.7998038,42.52874115,98.03030311,76.56427518,55.41059217,3653.719849,3765.519652
Local Entertainment and Media,Electronic and Photographic Retailing,2017,50.44299392,52.04273176,-23.74500288,-73.0939998,32.39678628,2925.598563,2976.041557
Local Entertainment and Media,Electronic and Photographic Retailing,2018,25.04906661,77.57269398,-49.9253474,-112.825267,34.11650456,3700.608024,3725.65709
Local Entertainment and Media,Electronic and Photographic Retailing,NA,NA,NA,NA,NA,NA,NA,NA
Local Entertainment and Media,Electronic Media,2003,-5.999161652,-3.635331056,-4.057751056,-2.986675619,-1.182334358,212.6647688,206.6656071
Local Entertainment and Media,Electronic Media,2004,61.61780592,37.26163214,0.632028379,-0.322480646,0.707123888,218.7194247,280.3372307
Local Entertainment and Media,Electronic Media,2005,66.52793285,52.66323633,1.702456027,-0.84387699,2.888873208,300.9968038,367.5247366
Local Entertainment and Media,Electronic Media,2006,19.42647045,16.77571039,-1.51967371,-5.721997676,3.78706134,285.9602536,305.3867241
Local Entertainment and Media,Electronic Media,2007,12.34809006,21.76207426,-2.865883972,-4.103474897,1.139618922,312.1484554,324.4965455
